condition,pid,catBoundDist,famInd,trialsComplete,correct,f0,f1
blocked,5f0ae85ed1a1d801cf4e8106,5,2.6666666666666665,69.55555555555556,0.8333333333333334,3.5,3.5
blocked,5f0b339b48213f430a2e548d,1,2.6265060240963853,77.13253012048193,0.6265060240963856,3.4698795180722892,3.5421686746987953
blocked,5f0b339b48213f430a2e548d,2,2.6417910447761193,79.8955223880597,0.835820895522388,3.537313432835821,3.4925373134328357
blocked,5f0b339b48213f430a2e548d,3,2.673076923076923,75.6923076923077,0.9807692307692307,3.5,3.5
blocked,5f0b339b48213f430a2e548d,4,2.6666666666666665,76.05555555555556,0.9444444444444444,3.5,3.5
blocked,5f0b339b48213f430a2e548d,5,2.75,78.0625,0.9375,3.8125,3.8125
blocked,5f46c67a25a21808e955969a,1,2.7349397590361444,79.59036144578313,0.5662650602409639,3.5301204819277108,3.4578313253012047
blocked,5f46c67a25a21808e955969a,2,2.6515151515151514,77.13636363636364,0.8181818181818182,3.606060606060606,3.5757575757575757
blocked,5f46c67a25a21808e955969a,3,2.627450980392157,81.0,0.8235294117647058,3.450980392156863,3.4901960784313726
blocked,5f46c67a25a21808e955969a,4,2.6666666666666665,77.02777777777777,0.8055555555555556,3.5,3.5
blocked,5f46c67a25a21808e955969a,5,2.6666666666666665,68.61111111111111,0.9444444444444444,3.5,3.5
blocked,5f479b66ccae1c18c6c17105,1,2.6626506024096384,78.63855421686748,0.5060240963855421,3.5421686746987953,3.4698795180722892
blocked,5f479b66ccae1c18c6c17105,2,2.661764705882353,74.57352941176471,0.4852941176470588,3.5,3.5
blocked,5f479b66ccae1c18c6c17105,3,2.64,80.04,0.68,3.48,3.4
blocked,5f479b66ccae1c18c6c17105,4,2.676470588235294,79.79411764705883,0.6470588235294118,3.5294117647058822,3.4705882352941178
blocked,5f479b66ccae1c18c6c17105,5,2.6666666666666665,64.44444444444444,0.7222222222222222,3.5,3.5
blocked,5f49fd29edde0c564e9f83c6,1,2.6707317073170733,79.98780487804878,0.6219512195121951,3.4878048780487805,3.4878048780487805
blocked,5f49fd29edde0c564e9f83c6,2,2.6176470588235294,77.72058823529412,0.8529411764705882,3.4558823529411766,3.485294117647059
blocked,5f49fd29edde0c564e9f83c6,3,2.69811320754717,78.35849056603773,0.8679245283018868,3.547169811320755,3.509433962264151
blocked,5f49fd29edde0c564e9f83c6,4,2.7142857142857144,75.6,0.9142857142857143,3.5714285714285716,3.5428571428571427
blocked,5f49fd29edde0c564e9f83c6,5,2.6666666666666665,71.16666666666667,0.9444444444444444,3.5,3.5
blocked,5f4f43e2d2f0c1191357174c,1,2.647727272727273,76.63636363636364,0.6818181818181818,3.5113636363636362,3.5113636363636362
blocked,5f4f43e2d2f0c1191357174c,2,2.6231884057971016,78.01449275362319,0.8840579710144928,3.449275362318841,3.5217391304347827
blocked,5f4f43e2d2f0c1191357174c,3,2.673076923076923,73.36538461538461,0.9038461538461539,3.5384615384615383,3.576923076923077
blocked,5f4f43e2d2f0c1191357174c,4,2.774193548387097,84.12903225806451,0.9032258064516129,3.4193548387096775,3.4516129032258065
blocked,5f4f43e2d2f0c1191357174c,5,2.75,78.375,1.0,3.5,3.5
blocked,5f50df740cd9d52780816cca,1,2.686046511627907,78.13953488372093,0.5116279069767442,3.488372093023256,3.511627906976744
blocked,5f50df740cd9d52780816cca,2,2.656716417910448,80.56716417910448,0.7313432835820896,3.582089552238806,3.4477611940298507
